,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1720538458.0,841402652.0,-1.772752285003662,-1.6753646335997523,-2.6849010626422327,6.124865042954244,1.1564730405807495,-2.874829117451803,-0.00024924203171394765,-6.852858496131375e-05,0.00048505159793421626,-0.0020267332438379526,-0.0005415760679170489,-0.007238350342959166,1.0969769954681396,1.1873703002929688,0.18112321197986603,0.5484238862991333,-0.20683850347995758,-0.16213330626487732
2,1720538458.0,853398832.0,-1.772718906402588,-1.6753365002074183,-2.6848650614367884,6.124848949700155,1.1564642190933228,-2.874908749257223,0.00020781498460564762,-4.6176210162229836e-05,0.00032369638211093843,-0.004620437975972891,-0.00037823745515197515,-0.005999307613819838,1.1399295330047607,1.2252050638198853,0.16239172220230103,0.4964047074317932,-0.18976138532161713,-0.14398585259914398
3,1720538458.0,865447608.0,-1.772714614868164,-1.6753903828062953,-2.6848891417132776,6.1248546717460535,1.1564686298370361,-2.8749638239489954,0.0012887816410511732,3.516738070175052e-05,0.00022609971347264946,-0.009429048746824265,-0.0002662139304447919,-0.005652346648275852,1.187650442123413,1.2473726272583008,0.14319643378257751,0.4494456350803375,-0.16832812130451202,-0.16603481769561768
4,1720538458.0,869507488.0,-1.772718906402588,-1.675377985040182,-2.6848650614367884,6.124745476036825,1.1564520597457886,-2.8750508467303675,0.0013078262563794851,3.615624882513657e-05,0.00020545256847981364,-0.009976315312087536,-0.00021331035532057285,-0.005614897236227989,1.1945827007293701,1.2608604431152344,0.1369403898715973,0.4620974361896515,-0.16714686155319214,-0.1703241765499115
5,1720538458.0,879412838.0,-1.7726538181304932,-1.675410886804098,-2.68479830423464,6.124645101815023,1.1564151048660278,-2.8750277201281946,0.0015975779388099909,3.285657294327393e-05,0.000167267004144378,-0.008905375376343727,-0.00016490461712237448,-0.0057355365715920925,1.2460999488830566,1.231919288635254,0.16747671365737915,0.4218982756137848,-0.16057364642620087,-0.15731383860111237
6,1720538458.0,889406590.0,-1.7726624011993408,-1.675382753411764,-2.684831444417135,6.12456630447463,1.1564851999282837,-2.875112835560934,0.002829211764037609,4.51629857707303e-05,0.0001128414151025936,-0.011937281116843224,0.0015547183575108647,-0.005787378642708063,1.286899447441101,1.2586629390716553,0.1313517689704895,0.41147947311401367,-0.1518019139766693,-0.14810815453529358
7,1720538458.0,895433004.0,-1.7726712226867676,-1.675394674340719,-2.684851948414938,6.124445664673605,1.156477451324463,-2.875140968953268,0.004387512803077698,4.300495493225753e-05,0.00010314224346075207,-0.012797853909432888,0.0011380646610632539,-0.004490391351282597,1.310754656791687,1.2662960290908813,0.14261293411254883,0.37840113043785095,-0.13336850702762604,-0.1679549664258957
8,1720538458.0,905394645.0,-1.772626280784607,-1.675410886804098,-2.684851948414938,6.1243300316627405,1.1564598083496094,-2.8752010504352015,0.004872659221291542,6.638804188696668e-05,6.99196825735271e-05,-0.015559920109808445,0.0015887586632743478,-0.004342374391853809,1.3413622379302979,1.2821897268295288,0.08809839189052582,0.35860010981559753,-0.11194684356451035,-0.17101089656352997
9,1720538458.0,911416692.0,-1.7726235389709473,-1.6754561863341273,-2.6848729292498987,6.124246108322897,1.1565136909484863,-2.8752129713641565,0.0050508128479123116,0.0001902663498185575,-5.76398269913625e-05,-0.015463859774172306,0.0018761438550427556,-0.004033990204334259,1.3596378564834595,1.3033592700958252,0.09649733453989029,0.35176989436149597,-0.10371985286474228,-0.1381538361310959
10,1720538458.0,921455937.0,-1.772526741027832,-1.6753655872740687,-2.684847656880514,6.12408612945632,1.1565256118774414,-2.8752530256854456,0.0059961010701954365,0.00025030021788552403,-9.913794201565906e-05,-0.01916469633579254,0.0029370440170168877,-0.0040297312662005424,1.3877021074295044,1.3020541667938232,0.07415813952684402,0.32547876238822937,-0.0893164649605751,-0.1523631364107132
