,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1720541154.0,255453644.0,-1.782488465309143,-1.6731578312315882,-2.649733845387594,6.135305630951681,1.0980852842330933,-2.472797457371847,0.03157132863998413,-0.011623295024037361,-0.21155188977718353,-0.03753213956952095,0.3202018439769745,0.10589946061372757,1.5244019031524658,0.7149767875671387,-0.37370043992996216,0.30506157875061035,0.15589243173599243,0.223495751619339
2,1720541154.0,265502749.0,-1.782157301902771,-1.6733361683287562,-2.6518924872027796,6.134820925980367,1.1013267040252686,-2.471773687993185,0.03843321278691292,-0.009958615526556969,-0.20725737512111664,-0.047673434019088745,0.3171660304069519,0.10773918777704239,1.4955923557281494,0.6814638376235962,-0.2749365568161011,0.29960861802101135,0.1304095834493637,0.20557062327861786
3,1720541154.0,269520421.0,-1.7819737195968628,-1.6733094654478968,-2.652639691029684,6.134661662369528,1.1025484800338745,-2.4713991324054163,0.038732290267944336,-0.011100027710199356,-0.19459471106529236,-0.04596572369337082,0.30597612261772156,0.10208446532487869,1.5037953853607178,0.6818037033081055,-0.24963031709194183,0.28300005197525024,0.1257350742816925,0.24744904041290283
4,1720541154.0,281515027.0,-1.7815101146697998,-1.6734372578062953,-2.6549256483661097,6.1340582249458215,1.1059887409210205,-2.4702046553241175,0.04101381078362465,-0.006784752476960421,-0.1894829273223877,-0.053685661405324936,0.28377339243888855,0.09562459588050842,1.4922523498535156,0.7294949293136597,-0.28498464822769165,0.31615325808525085,0.21220500767230988,0.2008782923221588
5,1720541154.0,285434600.0,-1.7813212871551514,-1.6734901867308558,-2.655639950429098,6.133870827942648,1.107176423072815,-2.469820562993185,0.040873244404792786,-0.007659810595214367,-0.18180616199970245,-0.050950419157743454,0.28588420152664185,0.09334098547697067,1.5019174814224243,0.7125499844551086,-0.277648001909256,0.30921533703804016,0.16108278930187225,0.20393985509872437
6,1720541154.0,295434090.0,-1.7809392213821411,-1.6735292873778285,-2.6573899427997034,6.133327472000875,1.1096930503845215,-2.4689388910876673,0.04116203635931015,-0.005222417414188385,-0.17393025755882263,-0.05524171516299248,0.27536672353744507,0.08877742290496826,1.5117782354354858,0.7220950126647949,-0.3336119055747986,0.31062912940979004,0.16878795623779297,0.21414852142333984
7,1720541154.0,305463629.0,-1.7805289030075073,-1.6736623249449671,-2.659095827733175,6.132739054947653,1.1123981475830078,-2.4680429140674036,0.041746195405721664,-0.00731521425768733,-0.15842600166797638,-0.05206794664263725,0.26949694752693176,0.08525194227695465,1.4907429218292236,0.7277411222457886,-0.24873334169387817,0.2873532772064209,0.12096408754587173,0.1868622750043869
8,1720541154.0,311438301.0,-1.7802883386611938,-1.6736117802061976,-2.66000205675234,6.132457124977865,1.1139549016952515,-2.4675546328174036,0.03896376118063927,-0.00575227290391922,-0.14852593839168549,-0.05073021352291107,0.24391981959342957,0.08048664033412933,1.5402672290802002,0.7062923312187195,-0.4262818694114685,0.2866861820220947,0.18961289525032043,0.2122287154197693
9,1720541154.0,321449950.0,-1.7798748016357422,-1.6737152538695277,-2.6614370981799524,6.13188527801589,1.116337776184082,-2.466691795979635,0.04200942441821098,-0.00445752777159214,-0.14321374893188477,-0.0540340356528759,0.23602671921253204,0.07790762186050415,1.4830485582351685,0.6934886574745178,-0.29338449239730835,0.28525522351264954,0.07274642586708069,0.18823282420635223
10,1720541154.0,331457150.0,-1.7794755697250366,-1.6737662754454554,-2.662866179143087,6.131399380951681,1.1185072660446167,-2.465990130101339,0.04202515631914139,-0.004122172482311726,-0.13729499280452728,-0.05869390442967415,0.21432241797447205,0.07636761665344238,1.4868988990783691,0.7245565056800842,-0.35860925912857056,0.3062189817428589,0.1486426144838333,0.22625648975372314
11,1720541154.0,337468451.0,-1.7791744470596313,-1.6737662754454554,-2.6636601130114954,6.131026971131124,1.1198526620864868,-2.465541187916891,0.04218587279319763,-0.005099683068692684,-0.1301724910736084,-0.05887207016348839,0.21258024871349335,0.07246258109807968,1.4776577949523926,0.6980286836624146,-0.28740113973617554,0.32165729999542236,0.054399847984313965,0.21741721034049988
12,1720541154.0,347448527.0,-1.778808832168579,-1.6738206348814906,-2.6649423281299036,6.130370366364279,1.1217724084854126,-2.4647703806506556,0.040861885994672775,-0.004831130616366863,-0.12161384522914886,-0.0552593469619751,0.18838556110858917,0.06814144551753998,1.4712145328521729,0.7197391390800476,-0.35940876603126526,0.3396316170692444,0.16337649524211884,0.2116508036851883
13,1720541154.0,351449998.0,-1.7786321640014648,-1.6738254032530726,-2.665412727986471,6.13022397735671,1.1225157976150513,-2.4645286242114466,0.04006095603108406,-0.0035984215792268515,-0.1242155209183693,-0.05204998701810837,0.18929022550582886,0.06963997334241867,1.4760364294052124,0.6614096164703369,-0.2572292387485504,0.28432556986808777,0.14512164890766144,0.20310671627521515
14,1720541154.0,361516536.0,-1.7782573699951172,-1.67388977626943,-2.666537586842672,6.12964819648818,1.1243609189987183,-2.4638682047473353,0.03822030872106552,-0.004938235506415367,-0.10693202912807465,-0.05711226537823677,0.1826595664024353,0.06652846187353134,1.4850863218307495,0.6944630146026611,-0.3279241919517517,0.32754942774772644,0.11788854002952576,0.19781985878944397
