,0,1,2,3,4,5,6,7,8
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1720540652.0,343393496.0,-0.5000353885786502,-0.0015219725391618613,0.3150978438457076,0.04139139767155929,-0.8392374215373942,-0.024808150551408413,0.5416196618996393
2,1720540652.0,353373798.0,-0.5000278426774569,-0.0015232928977696747,0.31513534302369184,0.0414110354801786,-0.8392408804391979,-0.02477164734176999,0.5416144719522129
3,1720540652.0,359377384.0,-0.5000349831564425,-0.0015291169618342987,0.3151184630933014,0.04144460222392576,-0.8392636162879579,-0.024751068678692367,0.541577613940073
4,1720540652.0,369406272.0,-0.500032869773913,-0.0015146330176878256,0.3150878968282318,0.04146644510560722,-0.8393095201238504,-0.02475981889163538,0.5415043995465125
5,1720540652.0,379392080.0,-0.5000376742470145,-0.0015485675960231324,0.3150801786643411,0.041479237409272916,-0.8393294884748779,-0.02468437905727532,0.5414759127338924
6,1720540652.0,383442205.0,-0.5000273413195184,-0.001541580652698053,0.31510950730252085,0.04149849225314382,-0.8393166993096849,-0.024685057564518043,0.5414942301942361
7,1720540652.0,395427933.0,-0.5000309686857166,-0.0015645488797701907,0.31508341610541035,0.041514121573804665,-0.8393457033087138,-0.02465200890960651,0.5414495789119027
8,1720540652.0,405430146.0,-0.5000304836005168,-0.0015754791220312313,0.31506009034891835,0.04150673510750303,-0.839364056073413,-0.02463662487525957,0.5414223942796047
9,1720540652.0,409375498.0,-0.5000372433166328,-0.0015458317169206185,0.31505852895746533,0.041473807976361556,-0.8393581063219422,-0.024661718949153547,0.5414329988300088
10,1720540652.0,419377011.0,-0.5000306257772628,-0.0015764465110786542,0.31507816507547615,0.041433536558509856,-0.8393507213349944,-0.02459170001585972,0.541450715146826
11,1720540652.0,425389082.0,-0.5000280131643451,-0.001554397935532407,0.31507130580834,0.0413873293621244,-0.839358985254672,-0.024586386241316247,0.5414416796406711
12,1720540652.0,435416185.0,-0.5000301831689079,-0.0015552616140732316,0.31507872054147934,0.041329503056038115,-0.8393538386713614,-0.024556376461768385,0.5414554368180813
13,1720540652.0,445442730.0,-0.5000385091946655,-0.001550579637024719,0.31506347063499,0.041236404774057725,-0.8393694886627916,-0.02451392844379966,0.5414401977462758
14,1720540652.0,451444554.0,-0.5000303573184657,-0.0015375293484912313,0.315098483051073,0.04115923799473708,-0.8393523671810537,-0.024487321960092002,0.5414738146009254
15,1720540652.0,461368393.0,-0.5000324328988331,-0.0015369867897689548,0.31508518920612943,0.041056695369158326,-0.8393701492609378,-0.024433063986712564,0.5414564854900684
16,1720540652.0,471438711.0,-0.500026787186459,-0.0015163736561791827,0.3151031519110158,0.04087408783871406,-0.8393790948287768,-0.02434052783989417,0.5414606013481054
17,1720540652.0,475405113.0,-0.5000369246776472,-0.0015409751302377433,0.3150725485257254,0.04083069819600261,-0.8394051859169998,-0.024284715219045676,0.5414259326511834
18,1720540652.0,485428362.0,-0.5000265662402164,-0.0015244594405673794,0.3150658357171371,0.040658900418404594,-0.8394386857257399,-0.024202410187351718,0.5413906076622794
19,1720540652.0,497412963.0,-0.5000258861887505,-0.001504405090088612,0.31510895247237636,0.04040473570220169,-0.8394549016403405,-0.024043765497823107,0.5413915614280732
20,1720540652.0,501369178.0,-0.5000250716986638,-0.0015432813029169633,0.3151311101517316,0.04033723405321394,-0.8394589660117658,-0.02395817019903154,0.5413940875296919
21,1720540652.0,511407565.0,-0.5000351386561557,-0.0015072308544504774,0.31515483134001515,0.040052235108487946,-0.8394886896656095,-0.023833482831195577,0.5413746609165112
22,1720540652.0,517386441.0,-0.5000242222476478,-0.0014813720535372297,0.3151878115898167,0.03987180846813675,-0.8395059124876469,-0.023730590430124484,0.5413657921088117
23,1720540652.0,527395329.0,-0.5000212055713205,-0.001465066130624574,0.31525321501119596,0.03958197426392422,-0.8395415601572287,-0.023514269788827882,0.5413412188245365
24,1720540652.0,537501224.0,-0.4999977037617285,-0.0014566301845320485,0.3153241765198812,0.03931673400747888,-0.8396065986056247,-0.023303947232170597,0.5412687687722975
25,1720540652.0,543394598.0,-0.5000067081814905,-0.0014298350627044946,0.31536337436163336,0.03909955307306961,-0.8396563184223913,-0.02316400174495563,0.5412133783509068
26,1720540652.0,553362127.0,-0.5000001715438317,-0.0013889920922223215,0.3154161926706595,0.0387571117008063,-0.8397748622987221,-0.02293236851865901,0.5410639272931601
27,1720540652.0,563393920.0,-0.5000031285070647,-0.0013517076072039227,0.3155212261737466,0.03835671100215474,-0.8399006333314096,-0.022632031452066145,0.5409098631037773
28,1720540652.0,569421184.0,-0.49999911609084025,-0.0013713270041247245,0.3155750804166123,0.03816631103549565,-0.8399913755246808,-0.022453556925283617,0.5407898478406372
29,1720540652.0,579391615.0,-0.5000104424703161,-0.0013710212589106497,0.3156176813162927,0.03781995621042174,-0.8402300154654687,-0.02211218597867412,0.5404574203897884
30,1720540652.0,583427958.0,-0.5000124221151346,-0.001402534069225826,0.3156577807655154,0.03770991599179159,-0.8403114855878432,-0.021961071899322095,0.5403445944451345
31,1720540652.0,593375915.0,-0.500016071712063,-0.0013890724009437282,0.3157103200119736,0.03737340866437893,-0.8405920575014751,-0.02163850417622254,0.5399444381853169
32,1720540652.0,603378886.0,-0.5000353482978656,-0.0013788093431011963,0.31581810548472794,0.03703156112086492,-0.8409005849428781,-0.021286472631814622,0.5395013955557227
33,1720540652.0,609360037.0,-0.5000393429907739,-0.001386892090737125,0.31587998674506274,0.0368235018500277,-0.8411121646333807,-0.021023061654657813,0.5391960562688808
34,1720540652.0,619391014.0,-0.5000549921981536,-0.00140208567605862,0.31601142376964736,0.03652424083967551,-0.8415429410577497,-0.02062191676674807,0.5385593697410004
35,1720540652.0,629395078.0,-0.5000500893299464,-0.0013792967200869453,0.31618896364772064,0.03615071037201357,-0.8420475542800162,-0.02016874364207841,0.5378124805641294
36,1720540652.0,635400395.0,-0.5000677996762727,-0.001372254653226986,0.31629536412466003,0.035964971351698155,-0.8423701838767098,-0.019914542397436986,0.53732895432155
37,1720540652.0,645430274.0,-0.5000715796877506,-0.0013377740950436185,0.3165559677240398,0.03559783361063883,-0.8429253312050735,-0.0193986487588747,0.5365010463003557
38,1720540652.0,649380328.0,-0.5000751128191915,-0.0013027290228772922,0.3167005541988225,0.03541697940979588,-0.8431610150874007,-0.019196567001221243,0.5361498223646426
39,1720540652.0,661372483.0,-0.5000787403988892,-0.0012478559820944318,0.31712137734423407,0.03498493670284518,-0.8438940244682841,-0.01852072600586836,0.5350475795467509
40,1720540652.0,671492760.0,-0.5000979459985186,-0.0011531421505881177,0.31743816869735403,0.034595191753121625,-0.8446634290140437,-0.0180678214740261,0.533873035675136
41,1720540652.0,675401864.0,-0.5000971761321171,-0.0011168385979791035,0.3176294421153255,0.034436060797827635,-0.8449558001022349,-0.01784040017485545,0.5334281335961963
42,1720540652.0,685389353.0,-0.5000975720720341,-0.0011158106666094697,0.31796374561958357,0.034215848523958724,-0.8458772457022014,-0.01722812906785508,0.5320001433100038
43,1720540652.0,695398579.0,-0.5000988694387287,-0.0010616947520585072,0.3184053897296155,0.0339217259944524,-0.8467500369262035,-0.016628929842756934,0.5306478777525779
44,1720540652.0,701406011.0,-0.5001000977308211,-0.0010079983402074245,0.3186389926684438,0.03373565779359422,-0.8473664606871503,-0.016305226622434044,0.529684931143559
45,1720540652.0,711384515.0,-0.5001088691013795,-0.0009588533970312461,0.31912818629648615,0.03346733870004116,-0.8483888599216411,-0.015679802878718896,0.528081833983029
46,1720540652.0,717371066.0,-0.5001132827500873,-0.000922367740219225,0.31946182456182876,0.03335334294509339,-0.8490574265450979,-0.015328468175148576,0.5270237935865953
47,1720540652.0,727388559.0,-0.5001195569243306,-0.0008045262681651501,0.32008915985235015,0.03306411573311119,-0.850101526507578,-0.014778525578347712,0.5253720149208589
48,1720540652.0,737381041.0,-0.5001246285969558,-0.0007032822729714473,0.3207675255835242,0.0328184409262793,-0.8512349608809625,-0.014183688465314105,0.5235654823330829
49,1720540652.0,743424198.0,-0.5001144674324847,-0.0006386791063989299,0.321161127266186,0.032694082228276626,-0.8519766313499516,-0.013835541747474945,0.5223748600434299
50,1720540652.0,753379378.0,-0.5000996380650455,-0.0004928422202643938,0.3219571550261079,0.03248391889436774,-0.8531838604801912,-0.01324048007024067,0.5204294235695088
51,1720540652.0,763367360.0,-0.5001086416034414,-0.00032282008680980514,0.3226964468823995,0.03227563539712961,-0.854460994047693,-0.012802729999013005,0.5183539168515195
52,1720540652.0,767356845.0,-0.5000951338818042,-0.00023803348119652264,0.32301669720505544,0.03220043344069068,-0.8549677064721473,-0.012611584382652882,0.517527101624009
53,1720540652.0,777433974.0,-0.5000674949694948,-3.683651103104772e-05,0.3239556887022357,0.03199399360890872,-0.8562162996297893,-0.012102660921653238,0.5154838098522974
54,1720540652.0,783391890.0,-0.5000633101383342,7.110223732925713e-05,0.3244428363603703,0.031908247582141516,-0.8569906640331117,-0.011865957647700843,0.5142062470890703
55,1720540652.0,793379574.0,-0.5000226614524703,0.00026296351262208926,0.325440196562049,0.03181084710501037,-0.8582809163490722,-0.011406055263423233,0.512066246242404
56,1720540652.0,803371071.0,-0.5000103630839786,0.0004921339639723853,0.3264801941135682,0.031656779650518656,-0.8594996162443158,-0.011083499344092662,0.5100347184460309
57,1720540652.0,809350522.0,-0.49999575066112373,0.0006263391527561407,0.3271399016624923,0.031616012683896785,-0.8603066797000519,-0.010905792306729051,0.5086785903688168
58,1720540652.0,819411746.0,-0.4999745481584354,0.0008707847245562213,0.3282553084712225,0.03153248672944437,-0.861535068228828,-0.01065097421041833,0.5066059467090523
59,1720540652.0,829392760.0,-0.4999385121547463,0.0012136822826570818,0.32942781775993313,0.0314497894040597,-0.8628308012518546,-0.01058355231141057,0.5044025253485499
60,1720540652.0,835398337.0,-0.499933203138897,0.001377611504861617,0.33019616608763985,0.03138398921347377,-0.8635215807573647,-0.010488750845963533,0.5032251095613592
61,1720540652.0,845386583.0,-0.49989645972644925,0.0017483998462268268,0.3315148837213188,0.03130369233941838,-0.8647960230413646,-0.010522923991566461,0.5010361119205144
62,1720540652.0,849401497.0,-0.499891997399311,0.0019047215933662692,0.3320425207322359,0.031243644644477,-0.8652828527342513,-0.010541669994944998,0.5001982533227434
63,1720540652.0,861373380.0,-0.4998396383608928,0.0024039315033884,0.3338681628036854,0.03108985940289055,-0.8665757447151915,-0.010694540544186412,0.4979613701043169
64,1720540652.0,869409657.0,-0.49981162781448935,0.002711577169319902,0.3349812536000107,0.03108186618011015,-0.8675497658407465,-0.010948987259106705,0.49625743426414026
65,1720540652.0,875410096.0,-0.4997857477776701,0.003021262769598441,0.3359560376557713,0.03097097920404023,-0.8681231888735412,-0.011140328831267778,0.4952563179412334
66,1720540652.0,885419848.0,-0.4997328245731186,0.0034785317896275456,0.3375453452609876,0.03091917465520025,-0.8691919342076295,-0.011584947682050558,0.4933712346035643
67,1720540652.0,895432028.0,-0.4996979332677115,0.003951550178887852,0.3392705130075946,0.0307923650592223,-0.8700849891996789,-0.012066681151080522,0.49179094850297145
68,1720540652.0,901389019.0,-0.49968727285957193,0.004269853882818713,0.34027163071436706,0.030725670082425396,-0.8706832895479182,-0.012499646928509692,0.4907242620114321
69,1720540652.0,911404177.0,-0.4996561132072402,0.00483085617123602,0.34194435542456,0.030606541653674494,-0.87156517436967,-0.013306304509392219,0.4891424421314021
70,1720540652.0,921453649.0,-0.49960456420727284,0.005412569543473799,0.3437270380170354,0.030463018102893535,-0.8724069083647626,-0.014261256649350726,0.48762158209443596
