,0,1,2,3
0,0.0,0.0,0.0,0.0
1,1721643085.0,840327656.0,0.0,0.0
2,1721643085.0,850345197.0,0.0,0.0
3,1721643085.0,856331855.0,0.0,0.0
4,1721643085.0,866335705.0,0.0,0.0
5,1721643085.0,876375684.0,0.0,0.0
6,1721643085.0,880323724.0,0.0,0.0
7,1721643085.0,892347803.0,0.0,0.0
8,1721643085.0,902329680.0,0.0,0.0
9,1721643085.0,906322163.0,0.0,0.0
10,1721643085.0,916337690.0,0.0,0.0
11,1721643085.0,922375799.0,0.0,0.0
12,1721643085.0,932359711.0,0.0,0.0
13,1721643085.0,942386309.0,0.0,0.0
14,1721643085.0,948374933.0,0.0,0.0
15,1721643085.0,958368103.0,0.0,0.0
16,1721643085.0,968344571.0,0.0,0.0
17,1721643085.0,974337202.0,0.0,0.0
18,1721643085.0,984351971.0,0.0,0.0
19,1721643085.0,988329471.0,0.0,0.0
20,1721643085.0,998344050.0,0.0,0.0
21,1721643086.0,10356310.0,0.0,0.0
22,1721643086.0,14339884.0,0.0,0.0
23,1721643086.0,24339985.0,0.0,0.0
24,1721643086.0,34371745.0,0.0,0.0
25,1721643086.0,40363030.0,0.0,0.0
26,1721643086.0,50352723.0,0.0,0.0
27,1721643086.0,56346008.0,0.0,0.0
28,1721643086.0,66393423.0,0.0,0.0
29,1721643086.0,76395011.0,0.0,0.0
30,1721643086.0,80379748.0,0.0,0.0
31,1721643086.0,90372132.0,0.0,0.0
32,1721643086.0,102363679.0,0.0,0.0
33,1721643086.0,106350317.0,0.0,0.0
34,1721643086.0,118345690.0,0.0,0.0
35,1721643086.0,122316530.0,0.0,0.0
36,1721643086.0,132356195.0,0.0,0.0
37,1721643086.0,142321398.0,0.0,0.0
38,1721643086.0,148330687.0,0.0,0.0
39,1721643086.0,158327590.0,0.0,0.0
40,1721643086.0,168337865.0,0.0,0.0
41,1721643086.0,174327325.0,0.0,0.0
42,1721643086.0,184335994.0,0.0,0.0
43,1721643086.0,188365726.0,0.0,0.0
44,1721643086.0,198366662.0,0.0,0.0
45,1721643086.0,210341098.0,0.0,0.0
46,1721643086.0,214324664.0,0.0,0.0
47,1721643086.0,224341638.0,0.0,0.0
48,1721643086.0,230334418.0,0.0,0.0
49,1721643086.0,240354833.0,0.0,0.0
50,1721643086.0,250343827.0,0.0,0.0
51,1721643086.0,256344409.0,0.0,0.0
52,1721643086.0,266352518.0,0.0,0.0
53,1721643086.0,276337404.0,0.0,0.0
54,1721643086.0,280373194.0,0.0,0.0
55,1721643086.0,292338561.0,0.0,0.0
56,1721643086.0,296344360.0,0.0,0.0
57,1721643086.0,306334290.0,0.0,0.0
58,1721643086.0,318342247.0,0.0,0.0
59,1721643086.0,322329265.0,0.0,0.0
60,1721643086.0,332330508.0,0.0,0.0
61,1721643086.0,342331350.0,0.0,0.0
62,1721643086.0,348345647.0,0.0,0.0
63,1721643086.0,358346836.0,0.0,0.0
64,1721643086.0,362332524.0,0.0,0.0
65,1721643086.0,374368930.0,0.0,0.0
66,1721643086.0,384337046.0,0.0,0.0
67,1721643086.0,388330793.0,0.0,0.0
68,1721643086.0,398355044.0,0.0,0.0
69,1721643086.0,410326027.0,0.0,0.0
70,1721643086.0,414328491.0,0.0,0.0
71,1721643086.0,424327464.0,0.0,0.0
72,1721643086.0,430328829.0,0.0,0.0
73,1721643086.0,440339256.0,0.0,0.0
74,1721643086.0,450340356.0,0.0,0.0
75,1721643086.0,456349051.0,0.0,0.0
76,1721643086.0,466380676.0,0.0,0.0
77,1721643086.0,476332848.0,0.0,0.0
78,1721643086.0,480345911.0,0.0,0.0
79,1721643086.0,492339156.0,0.0,0.0
80,1721643086.0,496324152.0,0.0,0.0
81,1721643086.0,506328778.0,0.0,0.0
82,1721643086.0,516353753.0,0.0,0.0
83,1721643086.0,522319780.0,0.0,0.0
84,1721643086.0,532387995.0,0.0,0.0
85,1721643086.0,542346902.0,0.0,0.0
86,1721643086.0,548329008.0,0.0,0.0
87,1721643086.0,558336300.0,0.0,0.0
88,1721643086.0,568374751.0,0.0,0.0
89,1721643086.0,574391351.0,0.0,0.0
90,1721643086.0,584338992.0,0.0,0.0
91,1721643086.0,588328810.0,0.0,0.0
92,1721643086.0,598336902.0,0.0,0.0
93,1721643086.0,608353497.0,0.0,0.0
94,1721643086.0,614345486.0,0.0,0.0
95,1721643086.0,624328863.0,0.0,0.0
96,1721643086.0,636413999.0,0.0,0.0
97,1721643086.0,640334050.0,0.0,0.0
98,1721643086.0,650342693.0,0.0,0.0
99,1721643086.0,654329493.0,0.0,0.0
100,1721643086.0,666336773.0,0.0,0.0
101,1721643086.0,676351240.0,0.0,0.0
102,1721643086.0,682360179.0,0.0,0.0
103,1721643086.0,692351280.0,0.0,0.0
104,1721643086.0,696352034.0,0.0,0.0
105,1721643086.0,706355316.0,0.0,0.0
106,1721643086.0,718365438.0,0.0,0.0
107,1721643086.0,722349416.0,0.0,0.0
108,1721643086.0,732341729.0,0.0,0.0
109,1721643086.0,742335773.0,0.0,0.0
110,1721643086.0,748326986.0,0.0,0.0
111,1721643086.0,758327930.0,0.0,0.0
112,1721643086.0,764316198.0,0.0,0.0
113,1721643086.0,774324812.0,0.0,0.0
114,1721643086.0,784336005.0,0.0,0.0
115,1721643086.0,790338059.0,0.0,0.0
116,1721643086.0,800330345.0,0.0,0.0
117,1721643086.0,810356253.0,0.0,0.0
118,1721643086.0,814327856.0,0.0,0.0
119,1721643086.0,826331672.0,0.0,0.0
120,1721643086.0,830355256.0,0.0,0.0
121,1721643086.0,840331349.0,0.0,0.0
122,1721643086.0,852321842.0,0.0,0.0
123,1721643086.0,856330781.0,0.0,0.0
124,1721643086.0,866330624.0,0.0,0.0
