,0,1,2,3
0,0.0,0.0,0.0,0.0
1,1723736426.0,479487110.0,0.0,0.0
2,1723736426.0,489462060.0,0.0,0.0
3,1723736426.0,499470381.0,0.0,0.0
4,1723736426.0,505443263.0,0.0,0.0
5,1723736426.0,515438594.0,0.0,0.0
6,1723736426.0,525445746.0,0.0,0.0
7,1723736426.0,531457270.0,0.0,0.0
8,1723736426.0,541447244.0,0.0,0.0
9,1723736426.0,545457464.0,0.0,0.0
10,1723736426.0,557466630.0,0.0,0.0
11,1723736426.0,567447821.0,0.0,0.0
12,1723736426.0,571478735.0,0.0,0.0
13,1723736426.0,583449594.0,0.0,0.0
14,1723736426.0,593467949.0,0.0,0.0
15,1723736426.0,597465980.0,0.0,0.0
16,1723736426.0,607459681.0,0.0,0.0
17,1723736426.0,617468270.0,0.0,0.0
18,1723736426.0,623586808.0,0.0,0.0
19,1723736426.0,633473347.0,0.0,0.0
20,1723736426.0,639497282.0,0.0,0.0
21,1723736426.0,649454214.0,0.0,0.0
22,1723736426.0,659496478.0,0.0,0.0
23,1723736426.0,665461007.0,0.0,0.0
24,1723736426.0,675485194.0,0.0,0.0
25,1723736426.0,679493790.0,0.0,0.0
26,1723736426.0,689472565.0,0.0,0.0
27,1723736426.0,699474169.0,0.0,0.0
28,1723736426.0,705443118.0,0.0,0.0
29,1723736426.0,715456562.0,0.0,0.0
30,1723736426.0,725449199.0,0.0,0.0
31,1723736426.0,731469991.0,0.0,0.0
32,1723736426.0,741492669.0,0.0,0.0
33,1723736426.0,747441458.0,0.0,0.0
34,1723736426.0,757485329.0,0.0,0.0
35,1723736426.0,767464994.0,0.0,0.0
36,1723736426.0,771454468.0,0.0,0.0
37,1723736426.0,783518618.0,0.0,0.0
38,1723736426.0,793465983.0,0.0,0.0
39,1723736426.0,797454366.0,0.0,0.0
40,1723736426.0,807452100.0,0.0,0.0
41,1723736426.0,813511707.0,0.0,0.0
42,1723736426.0,823484027.0,0.0,0.0
43,1723736426.0,833443298.0,0.0,0.0
44,1723736426.0,839467770.0,0.0,0.0
45,1723736426.0,849458168.0,0.0,0.0
46,1723736426.0,859464016.0,0.0,0.0
47,1723736426.0,865446297.0,0.0,0.0
48,1723736426.0,875431103.0,0.0,0.0
49,1723736426.0,879508672.0,0.0,0.0
50,1723736426.0,889471549.0,0.0,0.0
51,1723736426.0,901452643.0,0.0,0.0
52,1723736426.0,905462178.0,0.0,0.0
53,1723736426.0,915440909.0,0.0,0.0
54,1723736426.0,925457772.0,0.0,0.0
55,1723736426.0,931476110.0,0.0,0.0
56,1723736426.0,941466774.0,0.0,0.0
57,1723736426.0,947477341.0,0.0,0.0
58,1723736426.0,957489504.0,0.0,0.0
59,1723736426.0,967484419.0,0.0,0.0
60,1723736426.0,971447484.0,0.0,0.0
61,1723736426.0,983463937.0,0.0,0.0
62,1723736426.0,993448442.0,0.0,0.0
63,1723736426.0,999499371.0,0.0,0.0
64,1723736427.0,9437786.0,0.0,0.0
65,1723736427.0,13444850.0,0.0,0.0
66,1723736427.0,23459571.0,0.0,0.0
67,1723736427.0,33458196.0,0.0,0.0
68,1723736427.0,39447199.0,0.0,0.0
69,1723736427.0,49486608.0,0.0,0.0
70,1723736427.0,55469864.0,0.0,0.0
71,1723736427.0,65438750.0,0.0,0.0
72,1723736427.0,75487278.0,0.0,0.0
73,1723736427.0,79498615.0,0.0,0.0
74,1723736427.0,91497651.0,0.0,0.0
75,1723736427.0,101457498.0,0.0,0.0
76,1723736427.0,105467722.0,0.0,0.0
77,1723736427.0,115450184.0,0.0,0.0
78,1723736427.0,121438468.0,0.0,0.0
79,1723736427.0,131449765.0,0.0,0.0
80,1723736427.0,141465501.0,0.0,0.0
81,1723736427.0,147459585.0,0.0,0.0
82,1723736427.0,157479526.0,0.0,0.0
83,1723736427.0,167580988.0,0.0,0.0
84,1723736427.0,173480172.0,0.0,0.0
85,1723736427.0,183525031.0,0.0,0.0
86,1723736427.0,187450126.0,0.0,0.0
87,1723736427.0,199488215.0,0.0,0.0
88,1723736427.0,209479312.0,0.0,0.0
89,1723736427.0,213446465.0,0.0,0.0
90,1723736427.0,223478571.0,0.0,0.0
91,1723736427.0,233457627.0,0.0,0.0
92,1723736427.0,239453135.0,0.0,0.0
93,1723736427.0,249483480.0,0.0,0.0
94,1723736427.0,255449478.0,0.0,0.0
95,1723736427.0,265460233.0,0.0,0.0
96,1723736427.0,275449262.0,0.0,0.0
97,1723736427.0,281450373.0,0.0,0.0
98,1723736427.0,291453645.0,0.0,0.0
99,1723736427.0,301445926.0,0.0,0.0
100,1723736427.0,305456279.0,0.0,0.0
101,1723736427.0,317467179.0,0.0,0.0
102,1723736427.0,321451861.0,0.0,0.0
103,1723736427.0,331469228.0,0.0,0.0
104,1723736427.0,343443999.0,0.0,0.0
105,1723736427.0,347464412.0,0.0,0.0
106,1723736427.0,357450883.0,0.0,0.0
107,1723736427.0,367443557.0,0.0,0.0
108,1723736427.0,373484610.0,0.0,0.0
109,1723736427.0,383489720.0,0.0,0.0
110,1723736427.0,389461700.0,0.0,0.0
111,1723736427.0,399461620.0,0.0,0.0
112,1723736427.0,409454486.0,0.0,0.0
113,1723736427.0,415472858.0,0.0,0.0
114,1723736427.0,425450953.0,0.0,0.0
115,1723736427.0,429458004.0,0.0,0.0
116,1723736427.0,439471876.0,0.0,0.0
117,1723736427.0,451444619.0,0.0,0.0
118,1723736427.0,455449971.0,0.0,0.0
119,1723736427.0,465446313.0,0.0,0.0
120,1723736427.0,475474668.0,0.0,0.0
121,1723736427.0,481460439.0,0.0,0.0
122,1723736427.0,491463839.0,0.0,0.0
123,1723736427.0,497470074.0,0.0,0.0
124,1723736427.0,507459877.0,0.0,0.0
125,1723736427.0,517487507.0,0.0,0.0
126,1723736427.0,521514013.0,0.0,0.0
127,1723736427.0,533486382.0,0.0,0.0
128,1723736427.0,543480024.0,0.0,0.0
129,1723736427.0,547453879.0,0.0,0.0
130,1723736427.0,557496046.0,0.0,0.0
131,1723736427.0,563500293.0,0.0,0.0
132,1723736427.0,573511690.0,0.0,0.0
133,1723736427.0,583483437.0,0.0,0.0
134,1723736427.0,589471290.0,0.0,0.0
135,1723736427.0,599509415.0,0.0,0.0
136,1723736427.0,609447488.0,0.0,0.0
137,1723736427.0,619463516.0,0.0,0.0
138,1723736427.0,625446484.0,0.0,0.0
139,1723736427.0,629476764.0,0.0,0.0
140,1723736427.0,639493835.0,0.0,0.0
141,1723736427.0,651453820.0,0.0,0.0
142,1723736427.0,655454509.0,0.0,0.0
143,1723736427.0,665444823.0,0.0,0.0
144,1723736427.0,675486966.0,0.0,0.0
145,1723736427.0,681443871.0,0.0,0.0
