,0,1,2,3
0,0.0,0.0,0.0,0.0
1,1721642400.0,827063938.0,0.0,0.0
2,1721642400.0,831077170.0,0.0,0.0
3,1721642400.0,841087357.0,0.0,0.0
4,1721642400.0,851073477.0,0.0,0.0
5,1721642400.0,857045857.0,0.0,0.0
6,1721642400.0,867052816.0,0.0,0.0
7,1721642400.0,873078916.0,0.0,0.0
8,1721642400.0,883053800.0,0.0,0.0
9,1721642400.0,893063649.0,0.0,0.0
10,1721642400.0,897061827.0,0.0,0.0
11,1721642400.0,909040164.0,0.0,0.0
12,1721642400.0,919058002.0,0.0,0.0
13,1721642400.0,923051473.0,0.0,0.0
14,1721642400.0,933065669.0,0.0,0.0
15,1721642400.0,939086324.0,0.0,0.0
16,1721642400.0,949062088.0,0.0,0.0
17,1721642400.0,959046655.0,0.0,0.0
18,1721642400.0,965105621.0,0.0,0.0
19,1721642400.0,975095882.0,0.0,0.0
20,1721642400.0,985076941.0,0.0,0.0
21,1721642400.0,991070428.0,0.0,0.0
22,1721642401.0,1076908.0,0.0,0.0
23,1721642401.0,5061424.0,0.0,0.0
24,1721642401.0,15099995.0,0.0,0.0
25,1721642401.0,27085624.0,0.0,0.0
26,1721642401.0,31069307.0,0.0,0.0
27,1721642401.0,41092760.0,0.0,0.0
28,1721642401.0,47068310.0,0.0,0.0
29,1721642401.0,57116277.0,0.0,0.0
30,1721642401.0,67045453.0,0.0,0.0
31,1721642401.0,73062945.0,0.0,0.0
32,1721642401.0,83070241.0,0.0,0.0
33,1721642401.0,93108273.0,0.0,0.0
34,1721642401.0,97068601.0,0.0,0.0
35,1721642401.0,107049979.0,0.0,0.0
36,1721642401.0,119056190.0,0.0,0.0
37,1721642401.0,123050296.0,0.0,0.0
38,1721642401.0,133055930.0,0.0,0.0
39,1721642401.0,139079668.0,0.0,0.0
40,1721642401.0,149044667.0,0.0,0.0
41,1721642401.0,159055650.0,0.0,0.0
42,1721642401.0,165103750.0,0.0,0.0
43,1721642401.0,175082230.0,0.0,0.0
44,1721642401.0,185109346.0,0.0,0.0
45,1721642401.0,191079311.0,0.0,0.0
46,1721642401.0,201079640.0,0.0,0.0
47,1721642401.0,205069743.0,0.0,0.0
48,1721642401.0,215087450.0,0.0,0.0
49,1721642401.0,225094719.0,0.0,0.0
50,1721642401.0,231082699.0,0.0,0.0
51,1721642401.0,241118031.0,0.0,0.0
52,1721642401.0,251117489.0,0.0,0.0
53,1721642401.0,257063846.0,0.0,0.0
54,1721642401.0,267064703.0,0.0,0.0
55,1721642401.0,271090831.0,0.0,0.0
56,1721642401.0,283088404.0,0.0,0.0
57,1721642401.0,293085790.0,0.0,0.0
58,1721642401.0,297079981.0,0.0,0.0
59,1721642401.0,307079591.0,0.0,0.0
60,1721642401.0,319053540.0,0.0,0.0
61,1721642401.0,323055066.0,0.0,0.0
62,1721642401.0,333069568.0,0.0,0.0
63,1721642401.0,339065445.0,0.0,0.0
64,1721642401.0,349056455.0,0.0,0.0
65,1721642401.0,359074421.0,0.0,0.0
66,1721642401.0,365128514.0,0.0,0.0
67,1721642401.0,375066219.0,0.0,0.0
68,1721642401.0,385068470.0,0.0,0.0
69,1721642401.0,389093794.0,0.0,0.0
70,1721642401.0,401122398.0,0.0,0.0
71,1721642401.0,405074965.0,0.0,0.0
72,1721642401.0,415083962.0,0.0,0.0
73,1721642401.0,425100274.0,0.0,0.0
74,1721642401.0,431085437.0,0.0,0.0
75,1721642401.0,441116590.0,0.0,0.0
76,1721642401.0,451087850.0,0.0,0.0
77,1721642401.0,457072930.0,0.0,0.0
78,1721642401.0,467089349.0,0.0,0.0
79,1721642401.0,473073285.0,0.0,0.0
80,1721642401.0,483215480.0,0.0,0.0
81,1721642401.0,493081353.0,0.0,0.0
82,1721642401.0,499081820.0,0.0,0.0
83,1721642401.0,509093969.0,0.0,0.0
84,1721642401.0,519082011.0,0.0,0.0
85,1721642401.0,523085191.0,0.0,0.0
86,1721642401.0,535089886.0,0.0,0.0
87,1721642401.0,539067554.0,0.0,0.0
88,1721642401.0,549096519.0,0.0,0.0
89,1721642401.0,559085094.0,0.0,0.0
90,1721642401.0,565082955.0,0.0,0.0
91,1721642401.0,575095629.0,0.0,0.0
